,cardname,setname,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28
30,Vengevine,Rise of the Eldrazi,8.20691082143596,11.1714696829965,10.6403230481601,8.85462114001373,16.0896986415139,17.5213141257125,14.7971549593566,12.6835491139882,15.7373563436087,21.3670797238521,20.4039421571336,18.8995362251627,16.3669590420258,20.1185728802077,19.5517928089442,21.0,21.9624636257984,18.4789405123752,21.3979134414754,21.9589196944883,20.159926666006,11.4422679615254,9.99608619776858,21.034620192371,23.8288520617303,19.5924323962103,21.0739531627848,32.1094382075977
31,"Venser, the Sojourner",Scars of Mirrodin,10.0,10.6759241769353,7.17680256235598,5.64176676827432,4.31398316934889,4.52536750408338,5.56333233331905,4.95155402072028,5.27840362426988,6.89638489620357,6.77104040842643,8.71399513036421,8.69999406774634,8.87526814948628,9.16216046991414,10.1192989381439,9.06005909963153,9.94101303964526,11.3980783469072,11.535266453137,11.7358683411562,14.6316193981381,14.6849712739465,12.9111790944618,12.4618604672114,11.4936416870277,8.81086110656557,14.0591221324063
32,Mindslaver,Scars of Mirrodin,1.5,1.36481516461294,1.14203031927999,1.37550151206641,1.5,1.67740697118857,1.70119073129616,1.61022213629515,1.96780354396624,2.519480355185,2.42434045184805,2.54638183162075,2.95183306638192,4.40914369586606,5.37282182722367,5.83881695811787,5.7,5.50701851340149,5.69679516149194,5.45700444933984,5.00510410003694,4.35567273889422,3.75554716759152,3.95592178844458,3.6265741132803,3.64312467138837,3.90363642975327,4.60058988797486
33,Liege of the Tangle,Scars of Mirrodin,1.5,1.5,1.15772982217134,1.52068458656128,1.5,1.89851831687019,2.13119258846555,1.95844477926372,2.55025682012743,2.46325256930806,2.29166765352176,1.46448789112886,1.99604530546869,2.16774383457798,2.45285453022099,2.55219344991382,3.61126721862359,4.79517954183608,4.47468196809585,3.60990376672126,3.41651726592131,3.03934370457427,2.62745347947999,3.13376886537981,3.5,3.14845513871277,2.50938562519319,3.15337265919832
34,Defiler of Souls,Alara Reborn,1.24829298572315,1.75129556995078,1.89710285656314,1.75060362173038,1.72019762879346,2.87555083945377,2.77047457820826,2.73866984893132,3.2108610671293,3.62168580344341,3.37214634403084,3.59733981651908,3.45876024373088,2.77930127905289,2.85300227929981,2.61951670416716,2.70435409328012,2.64956315214674,2.73910374138213,2.88502442064378,2.73273407868539,2.31442746832442,2.73073197513677,2.19407821155542,2.29309273056514,2.74106434086949,2.55091274386807,2.00674531839665
35,Malfegor,Conflux,1.1,1.23074034155935,1.47512065392252,1.46003987999855,1.5,1.36889076545295,1.25476149659281,1.22222162962173,1.38611087962788,1.41345317413463,1.82719246305872,1.49541007840693,1.4,1.5661276794787,1.62072000648655,1.50701719759471,1.78483544896801,1.8771944367689,1.79951874537255,1.9,1.76846953576158,1.42027752863432,1.49835879134885,1.58267608784326,1.2816813664988,1.16271404859844,1.23757613774796,1.30476196145192
36,Lighthouse Chronologist,Rise of the Eldrazi,3.8,3.68666262958477,4.49903984115712,5.42649007819371,7.03064644615632,7.80371170790787,8.05000357147959,8.05111068147576,8.26968916431185,9.97168038169135,10.5241292648587,7.99901085522979,10.4819350163984,9.11478814174422,9.75840593158497,9.97850826984566,10.2936927359706,10.6111836997855,10.3370200675006,10.4657002275395,10.3908255930234,12.0644336539552,13.4983676150513,12.5407913262017,13.2522491193614,14.0771487334921,12.5987708867434,13.0168674627079
37,Admonition Angel,Worldwake,3.0,2.67592695474394,2.5917868374904,3.63072747864432,3.8072034508767,3.90796286625407,3.84309561565165,3.76177815704209,3.86654065561103,5.28674682827504,5.94100053948078,6.04661009579849,6.20734497749981,5.77742060355812,5.65180046667087,5.66118041026856,6.60210001891909,6.48245700601324,6.23878354599563,6.50724648183307,6.27777952954531,5.57611418674419,5.60784525186768,4.88837616284425,4.73017774934909,5.84862318168229,5.70847833596974,5.99325468160335
38,"Tezzeret, Agent of Bolas",Mirrodin Besieged,15.0,13.6481516461294,8.95385005579791,7.75703381968458,8.56722938329986,9.66962077356415,11.8387926970385,14.8477519700263,18.0994893900711,21.4034126917192,22.1339589994605,17.520489427383,17.759050500428,15.9612921176148,15.4989400805413,15.4403511888314,16.0683235885008,22.7081770812774,38.236746507178,21.6878969260424,22.9791371994342,21.9230332271467,19.624164199298,20.7405682969513,20.0505977531329,22.4711161970742,23.1636575210458,18.3313670400838
39,Platinum Emperion,Scars of Mirrodin,2.0,2.33796208846765,2.44709995797041,3.04336979963614,4.01496665225976,8.58890487672085,7.54857355105073,7.10422472299631,8.07638466958083,9.3853401848215,8.12697930235924,7.3422600327541,7.43729396011831,6.21102033903773,8.93079442157137,8.690576191792,8.30765682573717,8.47785102435558,8.98477629592592,9.38641646980391,24.0763349219362,17.9003546428314,20.8588442910645,18.1008835642574,17.5630726402941,21.6460427427087,20.6248540882562,19.035723044322
40,Thraximundar,Alara Reborn,8.89654458928202,10.6898104423382,12.710863200916,12.7566283931132,13.0,10.1772186357626,9.77928613265904,9.79199922665636,8.88788059000447,6.83253412691719,6.52961223173989,5.07635617907506,3.21003144094441,2.99892498266101,2.69519274948423,2.88508730378031,3.0,2.55153357281017,2.29391147991808,2.11570457542863,2.23678816926279,1.83298848441736,1.60228533892821,2.07105093488072,1.98963414084812,2.58986432849823,2.18787977963236,1.59761901927404
41,Rafiq of the Many,Shards of Alara,5.0,5.0,5.18670560442905,4.77048277690093,5.29251264841227,6.74203880043112,7.17237389105559,7.17910638808517,7.51287282479413,8.9714761623634,9.01820287109041,9.01688067943014,10.0457673370113,9.03762480040001,8.61005729781349,8.14517098909196,7.7312309119902,7.93967617994974,9.35817892479735,8.63888969405354,8.39504815358697,7.78556428416788,7.13954685385988,6.48881958973144,6.35555725727259,6.7243956123259,7.18181421480391,7.3073352063715
42,"Omnath, Locus of Mana",Worldwake,3.5,3.83796208846765,4.06712488586791,4.03051663273051,4.52316968787871,5.27128634762609,6.29070558150831,5.9391138548514,6.22423995636331,10.306641043868,12.0614271240411,9.08671719879998,8.90677802354257,9.3357546089453,9.44984684546708,10.0,10.2599109000982,11.9008809326439,12.2134597448052,12.4770467687938,11.6587068351967,11.9738847823173,14.1640963548305,14.4282858984987,13.8424895719781,15.981441045784,12.7802641866216,16.4847182704556
43,"Kozilek, Butcher of Truth",Rise of the Eldrazi,14.0,16.640359337326,19.6739141146973,23.6536132965457,28.5675090466868,38.2749830553673,37.334028343262,37.3504433392445,40.1031371449784,50.2084199809636,55.4473854919144,56.7876085160655,61.7457461503911,55.7456773496347,48.011994702655,36.0780964223213,30.2361696952225,30.6359754733615,26.290726353138,22.3458963173379,22.864560491536,24.2893416426973,26.1741936116394,26.8804721114752,30.2652749123866,41.365619233188,44.7221840397098,41.9956142335028
44,Sphinx Sovereign,Shards of Alara,0.9,0.915555172835254,1.5765713995855,1.6,1.6,1.49944443827154,1.5,1.49399858664782,1.89608368245214,4.33334377522621,2.77521677916815,2.51738938245482,2.28644056305562,2.28521589057888,2.67026820061442,2.74780918169976,2.61411364066343,2.67456348109844,3.45912701083664,3.71399585501239,3.4645627438085,2.64982937968433,1.87189552736328,2.50044145317702,2.52657681600735,2.61305838204518,2.37575955926471,2.26745318396648
45,Blightsteel Colossus,Mirrodin Besieged,7.0,8.01666129623663,5.53864186437485,5.77309666381523,6.0674959109823,10.2220452449472,10.9440463435192,11.4811090814544,12.6273892226456,17.5212936300437,21.5930018816037,19.8760924071363,20.6623136636751,19.7359739673221,26.2201091901729,24.4289497230227,28.038451697763,27.5370675929946,27.0086457562092,25.0934680212757,25.3810552347318,29.4197579356488,30.2254995195984,28.7714930459611,29.2178506112668,35.3503319621852,36.7891225295005,40.5360647150561
46,Lux Cannon,Scars of Mirrodin,2.5,1.8240758230647,1.08454035565733,1.10803142206533,1.35974499783896,1.5518522428027,1.4204760068001,1.42133295110601,1.844444276093,2.62169122519548,2.69846379557626,2.52463224104697,2.53460410681446,2.5,2.58348138271516,3.0,3.0,3.66886011658048,3.62516033808017,3.13478311279874,4.3537504842386,5.37886833884885,4.80162650248044,3.93048263792945,4.01396318885756,3.91185682326622,4.11999763632066,4.50674531839665
47,Conflux,Conflux,1.3,1.07796253291703,1.89155060218264,2.22730816033928,2.47598877956593,2.72370748563873,3.45071858169402,3.27555300737343,3.08812907673543,3.19096013204978,3.39539270253556,3.06593139031,3.34547792777905,3.10779689995,2.98798502689213,3.26644495322307,3.70600455859963,3.74846445347965,4.64743410994337,4.54323613385701,3.82177992594528,2.17199301023722,1.70130590795898,2.10482440558428,2.35675501581095,2.47405901091764,1.56301932762414,2.01110965606733
48,"Linvala, Keeper of Silence",Rise of the Eldrazi,4.5,7.55518505761175,10.260871172046,13.2540060723623,18.2723251891965,30.0041372681919,27.0297382819755,27.9404412058827,31.2810597049978,41.8665224882227,49.0428038526823,49.9408252293511,46.2961965779371,49.4341602283908,41.2478810619916,38.4644811115936,39.9061590644961,52.9068606165871,57.3573664169848,54.7608733459905,49.6629339003054,34.5060103712409,21.9477293672425,15.0022046342715,19.6456765376265,15.600329384839,17.579093256241,16.8
49,"Skithiryx, the Blight Dragon",Scars of Mirrodin,9.0,9.0,4.44612675546022,3.33132266653815,3.90536190984669,4.81370626340293,5.11500235717653,5.17577901038681,5.61944446548837,6.83032024482223,7.91622850300662,7.68138523746721,10.336867261587,10.8086057839643,12.5744767970883,12.500003289517,12.6891908936117,12.4370616718641,12.7089731632035,13.3690836099074,13.8558568095208,15.9209631027124,20.3169915096374,21.0434189923552,24.2857341057127,25.9838441633419,26.4542482590593,25.9559459041179
50,Apocalypse Hydra,Conflux,3.33103662321539,3.3,4.56474296728938,4.21024891866167,4.51384121899338,5.22407082300914,6.57759039414849,7.91466552887372,9.33598739384389,13.1518120700249,10.6451788839327,9.24514268322729,10.0131399418639,9.05859449345957,7.95030811088388,4.60746522980566,3.66876953846431,5.6491236726799,4.58894075904576,4.5,3.92342498581068,2.30361447025227,2.06369732739858,1.96951801997395,2.57117091144965,2.7929607521727,1.87515227549592,1.33313670400838
51,"Sedris, the Traitor King",Shards of Alara,1.3,1.20185168724097,1.75748996362266,1.90482054000651,2.44265332757057,2.49444716052401,2.60428434691924,2.64066254216723,2.88257335282843,3.36726767792383,3.17192726220082,3.34323613385701,3.28220451020771,3.0091372441491,3.29504094631483,3.7,3.50976179965585,3.16863906104028,3.67548005269281,3.70603994260786,3.07882908855035,2.92525489953505,3.02581521206298,3.37082527401676,3.91666636636366,3.06683934885927,2.78968890343461,3.62658364980535
52,"Karrthus, Tyrant of Jund",Alara Reborn,4.36209393751293,5.81943854931721,6.81256395020218,6.73976252725936,8.319214569615,8.61888798764431,9.49595351362162,9.51822357631435,9.24444313972076,10.5610362775455,10.08574060185,10.2803917448079,12.7237370655684,14.1973394732173,19.9295858521248,19.5752292793326,15.6036031856143,15.6153482282662,15.9384705622169,17.516425600371,15.8352926602942,15.380043608697,13.6957538383106,17.1598185502441,28.1294182830476,29.0712924875514,28.5030455099184,27.5214157311397
53,Maelstrom Archangel,Conflux,5.25863852679495,5.98055256169513,6.63696357918231,8.40763382691358,8.7749908897533,11.7139062656252,12.0347726396091,11.5937865838211,11.5896544670793,13.9807166351402,12.5677594442032,12.0589218684329,11.6908232273155,11.6244713624413,11.7334840854422,11.9622804247424,12.0438440886855,12.3923222673983,12.0570500677891,11.9917882867868,12.5662055514014,13.2735471499706,12.0820457263868,12.6782858984987,15.4490945864377,16.8883199826802,17.9963635702467,15.5073352063715
54,Lich's Mirror,Shards of Alara,2.7,2.09073767486305,2.78719908984188,2.73935589585417,2.84590759243722,3.36278458649541,4.35786511235875,4.16021480286404,3.12828316881189,5.85421872552681,5.95175594415716,5.01255452977579,5.96653446215646,6.18333118276101,6.83573230389463,6.33925446387452,5.83558635663384,6.26973315438361,7.37387763343878,6.90846099218829,6.34744727429977,5.32680388457613,6.56633267318967,6.49803878998408,6.0255263560933,5.41133723028072,5.6190921653121,5.13353432778962
55,Urabrask the Hidden,New Phyrexia,2.8,3.0733380370893,2.73357729822171,2.59377522620754,2.26412172984517,3.25518116867965,3.65737939113416,3.7844437925839,3.69103591693876,4.58673899685538,5.66776602323715,5.26980463484978,5.41129967203112,6.05617348666914,6.82762637501239,6.58158067869314,7.56786727808359,13.1212890959092,13.0091457610169,10.4183553384832,9.58858728457013,9.68110599078341,10.2375840702759,8.35044540059738,6.59189271975423,6.3,4.84392716231204,5.17301872641341
56,Dragonmaster Outcast,Worldwake,6.15518311607697,6.0,7.40652328294613,7.45862359787467,8.25437334214697,11.4224102490028,11.4171481021157,10.9344411258817,11.4954518594838,12.7871480379282,13.389927499046,11.3149538399107,13.187000313562,15.1341303891998,18.7752209479365,15.93161883709,9.55180992621555,6.29013210700141,5.60096491312417,5.52511630603342,5.03032910206398,3.8783461685172,4.1062158081531,4.61929959604732,3.81636726456995,3.38281837957092,3.16848033600611,3.7134906367933
